channel,tv,tr,data_type,upload_time,start_time,stop_time,run_type,detector_id,software_version,ac_couple,baseline,buffering,enabled,gain,gain_match,leak,leak_10x,leak_f,peak_time,pulse_dac,strobe_delay,strobe_length,strobe_skip,test_cap,adc_test_pattern,cold,detector_type,pulser,beam_momentum,beam_polarity,detector_hv,wire_bias_g,wire_bias_u,wire_bias_x,lar_purity,lar_top_temp_mean,lar_bottom_temp_mean,data_quality,detector_hvset,beam_setmomentum
0,28650.0,1741367824.5718825,np04_hd,1741367824.3822052,1723549329.0,1723549551.0,PROD,np04_hd,fddaq-v4.4.6-a9-1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1.000711432827678,positive,176370.97064836448,None,None,None,None,None,None,None,176000.0,1.0
